client,purchase_date,product,price
Ross Donovan,2022-08-1,Vacuum cleaner,386
Jade King,2022-08-6,TV,770
Jade King,2022-08-26,TV,600
Jade King,2022-08-2,Laptop,2182
Allison Ewing,2022-08-3,Vacuum cleaner,280
Jeremiah Hill,2022-08-17,Phone,1244
Sarah Herrera,2022-08-13,Microwave oven,476
Terri Wilson,2022-08-21,coffee machine,774
Charles Ray,2022-08-26,Microwave oven,221
Charles Ray,2022-08-1,Phone,1308
Charles Ray,2022-08-30,TV,2162
Randall Anderson,2022-08-16,coffee machine,4837
Randall Anderson,2022-08-14,Phone,1407
Randall Anderson,2022-08-7,TV,589
Adam French,2022-08-7,Phone,844
Frederick Hoffman,2022-08-4,Phone,449
Ashley Rogers,2022-08-29,Phone,391
Jason Wong,2022-08-14,coffee machine,2338
Jason Wong,2022-08-16,Microwave oven,547
Kelsey Wilson,2022-08-4,Laptop,2029
Kelsey Wilson,2022-08-7,Microwave oven,363
Joanna Turner,2022-08-6,Microwave oven,425
Stephen Benson,2022-08-29,Microwave oven,446
Stephanie Cowan,2022-08-10,Laptop,1106
Stephanie Cowan,2022-08-7,coffee machine,587
Jeremy Jackson,2022-08-13,coffee machine,1520
Laura Lee,2022-08-8,Phone,1290
Laura Lee,2022-08-5,TV,815
Timothy Davis,2022-08-1,coffee machine,3195
Holly Moody,2022-08-4,TV,1372
Holly Moody,2022-08-21,coffee machine,4679
Holly Moody,2022-08-14,TV,1258
Katherine Shaw,2022-08-18,TV,696
Donald Jordan,2022-08-18,Laptop,1112
Donald Jordan,2022-08-24,Vacuum cleaner,547
Donald Jordan,2022-08-23,Phone,1296
Corey Benson,2022-08-11,Vacuum cleaner,689
Corey Benson,2022-08-12,Laptop,1955
Matthew Cherry,2022-08-15,Vacuum cleaner,293
Matthew Cherry,2022-08-20,coffee machine,3120
Matthew Cherry,2022-08-7,Vacuum cleaner,486
Alexander Perry,2022-08-8,Vacuum cleaner,305
Joseph Tapia,2022-08-2,Phone,178
Brent James,2022-08-4,Microwave oven,339
Brent James,2022-08-27,coffee machine,2903
Brent James,2022-08-10,TV,1807
Sheryl West,2022-08-3,Laptop,1420
Rick Martin,2022-08-29,coffee machine,4494
Rick Martin,2022-08-28,TV,2080
Robert Jones,2022-08-23,Phone,964
Jillian Medina,2022-08-27,Laptop,2419
Jillian Medina,2022-08-6,TV,2128
Jillian Medina,2022-08-22,Microwave oven,421
Ashley Ramirez,2022-08-25,Microwave oven,398
Ashley Ramirez,2022-08-9,coffee machine,1629
Tanya Jimenez,2022-08-18,TV,2197
Cody Johnson,2022-08-4,Vacuum cleaner,111
Cody Johnson,2022-08-21,TV,1702
Kevin Wilson,2022-08-17,TV,2274
Kevin Wilson,2022-08-13,Phone,1173
Gary Evans,2022-08-27,Phone,707
Gary Evans,2022-08-19,Vacuum cleaner,283
Gary Evans,2022-08-5,TV,1514
Ashley Stephens,2022-08-28,Phone,1484
Ashley Stephens,2022-08-28,Phone,1228
Ashley Stephens,2022-08-5,Phone,1399
Mark Stephenson,2022-08-30,Microwave oven,582
Mark Stephenson,2022-08-30,coffee machine,672
Mark Stephenson,2022-08-22,Microwave oven,130
George Barton,2022-08-8,Vacuum cleaner,379
George Barton,2022-08-18,TV,1422
Dustin Smith,2022-08-5,coffee machine,4453
Richard Dean,2022-08-1,Phone,841
Christine Thornton,2022-08-25,Vacuum cleaner,275
Christine Thornton,2022-08-6,TV,1802
Christine Thornton,2022-08-30,Microwave oven,212
Allison Hayes,2022-08-28,coffee machine,1323
Allison Hayes,2022-08-21,Vacuum cleaner,110
Allison Hayes,2022-08-7,Vacuum cleaner,246
Valerie Santiago,2022-08-19,TV,1635
Valerie Santiago,2022-08-17,TV,847
Valerie Santiago,2022-08-10,Vacuum cleaner,392
Karen Nelson,2022-08-19,TV,1784
Karen Nelson,2022-08-7,TV,550
Karen Nelson,2022-08-2,Microwave oven,277
Craig Higgins,2022-08-19,Microwave oven,505
Gregory Miller,2022-08-23,Microwave oven,137
Gregory Miller,2022-08-11,Microwave oven,264
Gregory Miller,2022-08-22,Microwave oven,464
Shari Butler,2022-08-20,Phone,706
Shari Butler,2022-08-18,Phone,1051
Robert Snyder,2022-08-2,coffee machine,3673
Casey Phillips,2022-08-4,Phone,1003
Casey Phillips,2022-08-5,coffee machine,1711
Alexandra Anderson,2022-08-24,Microwave oven,549
Alexandra Anderson,2022-08-25,Vacuum cleaner,388
Alexandra Anderson,2022-08-18,Microwave oven,281
Kristen Nguyen,2022-08-8,TV,2454
Jennifer Perez,2022-08-3,coffee machine,2857
Jennifer Perez,2022-08-14,Vacuum cleaner,219
Sean Nelson,2022-08-17,TV,2472
Courtney Harrington,2022-08-13,TV,1048
Paula Guerrero,2022-08-3,Microwave oven,368
Michael Martinez,2022-08-1,TV,1875
Michael Martinez,2022-08-6,Microwave oven,496
Jessica Wade,2022-08-27,TV,761
Adam Parker,2022-08-6,Laptop,1697
Ryan Mcdaniel,2022-08-20,Microwave oven,548
Carolyn Coleman,2022-08-14,Phone,818
Lindsey Anderson,2022-08-11,coffee machine,4749
Randy Maddox,2022-08-22,Laptop,2101
Randy Maddox,2022-08-6,Vacuum cleaner,200
Bradley Evans,2022-08-12,Laptop,3108
Bradley Evans,2022-08-8,Vacuum cleaner,393
Kelsey Hull,2022-08-1,Vacuum cleaner,725
Kelsey Hull,2022-08-17,Phone,535
Kelsey Hull,2022-08-20,coffee machine,838
Leroy Jones,2022-08-29,Phone,628
Jessica Ray,2022-08-11,Phone,334
Richard Aguirre,2022-08-30,Microwave oven,429
Malik Anderson,2022-08-18,Vacuum cleaner,334
Michael Johnson,2022-08-3,coffee machine,965
Michael Johnson,2022-08-17,Microwave oven,510
Yvonne Dunn,2022-08-20,Microwave oven,268
Yvonne Dunn,2022-08-13,Vacuum cleaner,687
Jade Brown,2022-08-3,Vacuum cleaner,125
James Stark,2022-08-12,Microwave oven,437
James Stark,2022-08-22,coffee machine,1088
James Stark,2022-08-22,Phone,385
Todd Johnson,2022-08-8,coffee machine,1649
Ariana Stephens,2022-08-7,TV,2158
Ariana Stephens,2022-08-8,Laptop,2359
Ariana Stephens,2022-08-28,Microwave oven,174
John Cox,2022-08-7,coffee machine,2120
Caitlyn Fox,2022-08-8,Laptop,821
Christine Porter,2022-08-22,Vacuum cleaner,198
Steven Brown,2022-08-28,Vacuum cleaner,445
Steven Brown,2022-08-6,Laptop,1246
Zachary Hatfield,2022-08-20,Phone,1475
Zachary Hatfield,2022-08-10,Phone,1265
Seth Hines,2022-08-1,Laptop,1236
Jessica Reese,2022-08-22,Laptop,2520
Jessica Reese,2022-08-4,coffee machine,1137
Jessica Reese,2022-08-14,Phone,909
Charles Zhang,2022-08-7,TV,1048
Albert Barker,2022-08-16,Microwave oven,501
Kathy Brown,2022-08-22,Microwave oven,338
Kathy Brown,2022-08-13,Phone,215
Kathy Brown,2022-08-9,Phone,206
Randall Jones,2022-08-22,Laptop,3486
Kimberly Li,2022-08-26,Laptop,2075
Rachel Wilson,2022-08-20,TV,657
Rachel Wilson,2022-08-19,Vacuum cleaner,391
Rachel Wilson,2022-08-21,Microwave oven,233
Jason Bishop,2022-08-24,Vacuum cleaner,583
Jason Bishop,2022-08-25,Microwave oven,485
Jason Bishop,2022-08-23,coffee machine,1520
Paige Williams,2022-08-4,Vacuum cleaner,137
Kevin Myers,2022-08-4,coffee machine,1476
Kevin Myers,2022-08-27,Vacuum cleaner,152
Joshua Watson,2022-08-6,Laptop,2127
Joshua Watson,2022-08-24,coffee machine,528
Joshua Watson,2022-08-17,Microwave oven,219
Tiffany Harrell,2022-08-14,TV,1773
Douglas Thompson,2022-08-9,Laptop,1853
Travis Hansen,2022-08-10,Vacuum cleaner,319
Travis Hansen,2022-08-27,Laptop,2669
Michael Lee,2022-08-8,TV,1929
Michael Lee,2022-08-27,Laptop,1331
Michael Lee,2022-08-10,Microwave oven,261
Adam Anderson,2022-08-11,Laptop,1680
Adam Anderson,2022-08-16,coffee machine,4991
Adam Anderson,2022-08-8,Laptop,3030
Rebekah Gonzalez,2022-08-23,TV,1060
Rebekah Gonzalez,2022-08-2,coffee machine,2787
Rebekah Gonzalez,2022-08-26,TV,2405
Cesar Hubbard,2022-08-21,coffee machine,3318
Cesar Hubbard,2022-08-8,coffee machine,3383
Cesar Hubbard,2022-08-12,Vacuum cleaner,705
Jessica Huffman,2022-08-12,Vacuum cleaner,389
Sara Dunn,2022-08-6,TV,1266
Sara Dunn,2022-08-21,coffee machine,704
Tammy Sanders,2022-08-8,Microwave oven,367
Tammy Sanders,2022-08-2,coffee machine,3205
Angela Vargas,2022-08-6,Laptop,2040
Shane Jones,2022-08-16,TV,2480
Benjamin Gutierrez,2022-08-6,Laptop,2100
Lauren Brown,2022-08-20,Microwave oven,128
Lauren Brown,2022-08-27,coffee machine,305
Lauren Brown,2022-08-24,TV,1463
Chris Lee,2022-08-27,Microwave oven,395
Michael Solomon,2022-08-6,TV,2329
Michael Solomon,2022-08-25,Phone,1118
Michael Solomon,2022-08-17,Microwave oven,237
Donna Bridges,2022-08-28,Phone,1402
Tammy Fowler,2022-08-3,Microwave oven,503
Tammy Fowler,2022-08-19,TV,1987
Tammy Fowler,2022-08-14,Microwave oven,142
Nicole Neal,2022-08-8,Microwave oven,366
Nicole Neal,2022-08-15,TV,636
Frank Martin,2022-08-27,Vacuum cleaner,605
Frank Martin,2022-08-10,Phone,1402
Frank Martin,2022-08-25,coffee machine,1548
Michael Espinoza,2022-08-24,coffee machine,375
Jeffery Cox,2022-08-10,coffee machine,1408
Michele Reese,2022-08-26,Microwave oven,301
Michele Reese,2022-08-2,Vacuum cleaner,246
Sara Anderson,2022-08-20,Vacuum cleaner,148
Jamie Grant,2022-08-19,Microwave oven,342
Jamie Grant,2022-08-17,coffee machine,2888
Nicole Delgado,2022-08-27,Laptop,523
Jenny Johnson,2022-08-26,Laptop,1460
Jenny Johnson,2022-08-24,TV,1922
Jenny Johnson,2022-08-16,Phone,553
Jennifer Obrien,2022-08-3,coffee machine,1681
Jennifer Obrien,2022-08-7,Laptop,1587
Rachel Lewis,2022-08-9,Microwave oven,101
Morgan Rhodes,2022-08-19,Vacuum cleaner,689
Morgan Rhodes,2022-08-20,Phone,1203
Morgan Rhodes,2022-08-26,coffee machine,1714
April Hooper,2022-08-10,Phone,370
April Hooper,2022-08-1,coffee machine,3360
Donald Jennings,2022-08-8,TV,847
Donald Jennings,2022-08-11,Laptop,1134
Donald Jennings,2022-08-8,Microwave oven,295
Daniel Park,2022-08-12,Vacuum cleaner,407
Daniel Park,2022-08-10,Laptop,3183
Daniel Park,2022-08-6,Phone,910
Jennifer Ward,2022-08-8,Vacuum cleaner,306
Jennifer Ward,2022-08-4,Phone,1312
Jennifer Ward,2022-08-6,Laptop,1997
Lauren Martinez,2022-08-8,coffee machine,4899
Lauren Martinez,2022-08-8,Vacuum cleaner,760
Taylor Hodges,2022-08-14,Vacuum cleaner,123
Shannon Lee,2022-08-30,coffee machine,4216
Shannon Lee,2022-08-12,TV,2039
Christopher Medina,2022-08-25,coffee machine,121
Christopher Medina,2022-08-1,Microwave oven,462
Luis Armstrong,2022-08-7,Vacuum cleaner,546
Luis Armstrong,2022-08-13,TV,1266
Andrew Morris,2022-08-14,TV,736
Andrew Morris,2022-08-27,coffee machine,864
Andrew Morris,2022-08-18,Laptop,1097
William Castillo,2022-08-1,coffee machine,1878
William Castillo,2022-08-3,coffee machine,2281
William Castillo,2022-08-10,Microwave oven,170
Sarah Ray,2022-08-30,coffee machine,1430
Sarah Ray,2022-08-13,TV,658
Kenneth Patrick,2022-08-13,TV,929
Devin Wade,2022-08-24,TV,563
Devin Wade,2022-08-7,Vacuum cleaner,349
Devin Wade,2022-08-4,TV,1670
April Soto,2022-08-14,TV,1444
April Soto,2022-08-18,Phone,575
Rachael Hayden,2022-08-14,Phone,220
Rachael Hayden,2022-08-24,TV,1368
Rachael Hayden,2022-08-20,Microwave oven,358
Rodney Wall,2022-08-27,Phone,1440
Christian Beck,2022-08-4,TV,1132
Keith Martinez,2022-08-25,Vacuum cleaner,713
Grant Watson,2022-08-12,Phone,1301
Judith Snyder,2022-08-22,Vacuum cleaner,673
Judith Snyder,2022-08-23,coffee machine,3044
Judith Snyder,2022-08-1,TV,2023
Melissa Barber,2022-08-14,Microwave oven,244
Melissa Barber,2022-08-6,Microwave oven,435
Ashley Hunter,2022-08-30,Vacuum cleaner,488
Ashley Hunter,2022-08-29,Phone,1420
Ashley Hunter,2022-08-9,Phone,195
David Johnson,2022-08-11,Laptop,1853
David Johnson,2022-08-15,Vacuum cleaner,443
Patricia Solomon,2022-08-25,Laptop,3424
Patricia Solomon,2022-08-10,Vacuum cleaner,435
Patricia Solomon,2022-08-19,Laptop,1280
Lisa Bender,2022-08-28,Laptop,2213
Lisa Bender,2022-08-21,TV,2057
Lisa Bender,2022-08-6,TV,1468
Ethan Flores,2022-08-15,Microwave oven,222
Amber Warren,2022-08-5,coffee machine,3352
Amber Warren,2022-08-25,coffee machine,3431
Amber Warren,2022-08-1,TV,1568
John Romero,2022-08-17,Phone,1212
John Romero,2022-08-14,Phone,480
Margaret Bailey,2022-08-3,Laptop,3474
Margaret Bailey,2022-08-21,Vacuum cleaner,110
Tyler Walter,2022-08-13,TV,1149
Tyler Walter,2022-08-19,coffee machine,959
Kevin Roberts,2022-08-14,coffee machine,845
Lisa Chandler,2022-08-13,TV,1371
Lisa Chandler,2022-08-3,Laptop,2122
Lisa Chandler,2022-08-19,Vacuum cleaner,412
Renee Mcfarland,2022-08-8,Laptop,1797
Renee Mcfarland,2022-08-13,Vacuum cleaner,597
Renee Mcfarland,2022-08-29,Laptop,884
David Pitts,2022-08-16,Phone,156
Patricia Ball,2022-08-13,Vacuum cleaner,769
Patricia Ball,2022-08-14,Microwave oven,349
Patricia Ball,2022-08-30,Laptop,2348
Karen Garcia,2022-08-22,Phone,485
Karen Garcia,2022-08-24,Microwave oven,381
Danielle Lynch,2022-08-3,coffee machine,1545
Jasmine Rios,2022-08-30,Laptop,2437
Jasmine Rios,2022-08-29,Laptop,1337
Jasmine Rios,2022-08-27,Phone,946
Brendan Dalton,2022-08-26,Laptop,3104
Oscar Gibson,2022-08-3,Laptop,957
Timothy Carey,2022-08-6,Phone,1107
Timothy Carey,2022-08-15,Microwave oven,141
Renee Acosta,2022-08-29,Vacuum cleaner,492
Emma Gillespie,2022-08-17,Laptop,2933
Emma Gillespie,2022-08-4,Microwave oven,294
Emma Gillespie,2022-08-16,Laptop,1431
Paul Reed,2022-08-9,Vacuum cleaner,110
Paul Reed,2022-08-23,Laptop,2175
Paul Reed,2022-08-16,Microwave oven,549
David Wilson,2022-08-18,TV,2268
Anthony Edwards,2022-08-14,Vacuum cleaner,608
Anthony Edwards,2022-08-23,Microwave oven,255
Billy Andrews,2022-08-13,Phone,1246
Lisa Garcia,2022-08-25,TV,1080
Lisa Garcia,2022-08-19,Microwave oven,118
Lisa Garcia,2022-08-8,Microwave oven,229
Courtney Esparza,2022-08-19,Microwave oven,146
Courtney Esparza,2022-08-12,Microwave oven,390
Courtney Esparza,2022-08-25,TV,2481
Robert Dixon,2022-08-22,Laptop,1466
Christian Harris,2022-08-2,Phone,681
Christian Harris,2022-08-30,Laptop,3008
Christian Harris,2022-08-3,Microwave oven,258
Arthur Cline,2022-08-6,Microwave oven,263
Austin Vasquez,2022-08-9,Phone,299
Austin Vasquez,2022-08-23,coffee machine,2558
Austin Vasquez,2022-08-18,Phone,333
Hector Golden,2022-08-30,TV,1709
Hector Golden,2022-08-21,Microwave oven,249
Tiffany Wong,2022-08-28,Vacuum cleaner,179
Tiffany Wong,2022-08-2,Vacuum cleaner,565
Tiffany Wong,2022-08-14,TV,784
Julie Jensen,2022-08-8,TV,506
Tonya Ellison,2022-08-27,Vacuum cleaner,720
Tonya Ellison,2022-08-1,coffee machine,4456
Tonya Ellison,2022-08-17,Phone,1391
Donald Conner,2022-08-2,Laptop,2453
Donald Conner,2022-08-21,Microwave oven,209
Donald Conner,2022-08-9,Vacuum cleaner,678
David Cochran,2022-08-2,Vacuum cleaner,571
Robert Rogers,2022-08-21,Vacuum cleaner,173
Robert Rogers,2022-08-19,TV,1565
Robert Rogers,2022-08-26,Phone,478
Sandra Oliver,2022-08-12,Phone,1100
Sandra Oliver,2022-08-14,Laptop,2134
Michael Sandoval,2022-08-29,TV,2091
Elaine Johnson,2022-08-24,Phone,266
Elaine Johnson,2022-08-17,coffee machine,4922
Elaine Johnson,2022-08-21,coffee machine,4005
Walter Reid,2022-08-5,Laptop,920
Walter Reid,2022-08-26,Vacuum cleaner,198
Walter Reid,2022-08-8,Phone,1363
Kyle Durham,2022-08-17,TV,712
Kyle Durham,2022-08-12,coffee machine,4455
James Ruiz,2022-08-26,TV,2343
James Ruiz,2022-08-28,Microwave oven,565
Theresa Cameron,2022-08-20,Phone,896
Theresa Cameron,2022-08-24,Vacuum cleaner,181
Theresa Cameron,2022-08-6,TV,2412
Kara Ortiz,2022-08-14,Microwave oven,277
Kara Ortiz,2022-08-4,TV,1381
Brett Hartman,2022-08-26,coffee machine,1496
Brett Hartman,2022-08-13,Microwave oven,527
Michael Montoya,2022-08-10,Vacuum cleaner,314
Sandra Lamb,2022-08-23,TV,1557
Jasmine Young,2022-08-22,Microwave oven,360
Jasmine Young,2022-08-13,TV,2099
Chris Martin,2022-08-28,TV,2391
Chris Martin,2022-08-12,Laptop,1152
Chris Martin,2022-08-5,TV,2387
Keith Garcia,2022-08-25,Vacuum cleaner,421
Rhonda Johnson,2022-08-10,Phone,1076
Rhonda Johnson,2022-08-1,Vacuum cleaner,100
Rhonda Johnson,2022-08-9,TV,1495
Derrick Blanchard,2022-08-3,Vacuum cleaner,693
Derrick Blanchard,2022-08-8,coffee machine,3086
Kayla Gardner,2022-08-14,Vacuum cleaner,372
Harry Mcguire,2022-08-2,Microwave oven,272
Harry Mcguire,2022-08-21,Vacuum cleaner,534
Gregory Lang,2022-08-24,Phone,661
Melanie Sullivan,2022-08-21,Phone,963
Melanie Sullivan,2022-08-30,Phone,667
Matthew Dixon,2022-08-30,Vacuum cleaner,618
Matthew Dixon,2022-08-20,coffee machine,4023
Amanda Johnson,2022-08-28,Vacuum cleaner,188
Amanda Johnson,2022-08-1,coffee machine,233
Stacy Dixon,2022-08-20,Laptop,1390
Stacy Dixon,2022-08-28,Microwave oven,174
Brent Flowers,2022-08-17,TV,1495
Mary Lang,2022-08-12,Vacuum cleaner,701
Mary Lang,2022-08-16,Phone,913
Kristin Riley,2022-08-2,Phone,904
Kristin Riley,2022-08-2,Vacuum cleaner,105
Kristin Riley,2022-08-7,Microwave oven,266
James Martinez,2022-08-27,Vacuum cleaner,482
Sarah Wong,2022-08-22,Vacuum cleaner,771
Lori Walls,2022-08-7,Laptop,1062
Lori Walls,2022-08-27,Laptop,2958
Stephanie Watson,2022-08-28,Vacuum cleaner,717
Christine Lopez,2022-08-21,Vacuum cleaner,498
Christine Lopez,2022-08-6,Phone,638
Derek King,2022-08-12,coffee machine,449
Cynthia Berry,2022-08-27,Phone,671
Cynthia Berry,2022-08-11,TV,524
Catherine Johnson,2022-08-13,Laptop,1413
Michelle Brewer,2022-08-30,Microwave oven,386
Michelle Brewer,2022-08-25,Laptop,2169
Timothy Trujillo,2022-08-1,Laptop,2453
Kimberly Dixon,2022-08-22,Phone,836
Margaret Ochoa,2022-08-26,Phone,1465
Margaret Ochoa,2022-08-21,Vacuum cleaner,412
Margaret Ochoa,2022-08-23,coffee machine,2828
Jose Anderson,2022-08-6,Laptop,2074
Laurie Padilla,2022-08-2,Vacuum cleaner,117
Kimberly Manning,2022-08-8,Phone,1097
Kimberly Manning,2022-08-14,coffee machine,510
Kimberly Manning,2022-08-2,Vacuum cleaner,534
Erin Campbell,2022-08-14,Laptop,2167
Erin Campbell,2022-08-16,coffee machine,265
Erin Campbell,2022-08-21,Laptop,1031
Tony Lewis,2022-08-2,TV,1994
Tony Lewis,2022-08-6,TV,1649
Anne Hunt,2022-08-8,Laptop,2441
Anne Hunt,2022-08-8,Laptop,3254
Cheryl Armstrong,2022-08-12,Microwave oven,450
Cheryl Armstrong,2022-08-30,coffee machine,711
Sarah Stark,2022-08-17,coffee machine,4763
Sarah Stark,2022-08-4,Vacuum cleaner,194
Steven Luna,2022-08-17,Laptop,1769
Steven Luna,2022-08-16,Laptop,1643
Steven Luna,2022-08-23,Vacuum cleaner,295
Cheryl Anderson,2022-08-30,Microwave oven,441
Cheryl Anderson,2022-08-30,Vacuum cleaner,470
Cheryl Anderson,2022-08-5,TV,2149
Tracy Tucker,2022-08-20,Microwave oven,584
Tracy Tucker,2022-08-8,Phone,357
Paul Frey,2022-08-19,Laptop,3038
Paul Frey,2022-08-7,Phone,502
Stephen Sanchez,2022-08-3,Phone,229
Stephen Sanchez,2022-08-17,coffee machine,3828
Theresa Bradley,2022-08-1,Laptop,2906
Brittany Melton,2022-08-1,coffee machine,1500
Brittany Melton,2022-08-12,TV,1670
Michelle Gilmore,2022-08-18,coffee machine,4408
Steven Olsen,2022-08-29,coffee machine,2010
Steven Olsen,2022-08-29,TV,2084
Crystal Campbell,2022-08-2,Vacuum cleaner,564
Crystal Campbell,2022-08-14,TV,2304
Stacy Smith,2022-08-25,coffee machine,3455
Stacy Smith,2022-08-3,coffee machine,1537
Sara Kaufman,2022-08-16,Microwave oven,211
Brenda Benton,2022-08-4,Microwave oven,519
Laura Wagner,2022-08-19,Laptop,593
Laura Wagner,2022-08-28,Laptop,1314
Laura Wagner,2022-08-8,Phone,787
James Long,2022-08-11,Microwave oven,477
James Long,2022-08-27,Phone,467
James Long,2022-08-25,TV,1298
Dalton Grant,2022-08-2,Laptop,743
Dalton Grant,2022-08-3,coffee machine,3342
Dalton Grant,2022-08-30,Microwave oven,416
Wayne Anderson,2022-08-30,Microwave oven,272
Wayne Anderson,2022-08-15,coffee machine,4787
Wayne Anderson,2022-08-7,Phone,798
Jessica Logan,2022-08-22,Phone,790
Karl Ortiz,2022-08-11,Microwave oven,338
Jesse Perry,2022-08-25,Laptop,1116
Jesse Perry,2022-08-20,Microwave oven,177
Cynthia Dougherty,2022-08-25,Laptop,2044
Cynthia Dougherty,2022-08-25,Phone,1025
Nicole Ross,2022-08-25,coffee machine,3139
Nicole Ross,2022-08-1,Phone,153
Vincent Adams,2022-08-13,Microwave oven,361
Vincent Adams,2022-08-21,coffee machine,4319
Vincent Adams,2022-08-6,coffee machine,4609
Darrell Cox,2022-08-10,Laptop,3328
Amber Mendez,2022-08-20,coffee machine,1071
Haley Davis,2022-08-13,Vacuum cleaner,350
Haley Davis,2022-08-14,Phone,989
Haley Davis,2022-08-3,Vacuum cleaner,439
Amanda Potts,2022-08-20,Phone,340
Amanda Potts,2022-08-15,Vacuum cleaner,713
Morgan Davis,2022-08-18,coffee machine,4500
Morgan Davis,2022-08-18,Microwave oven,250
Cheryl Ford,2022-08-3,Microwave oven,227
Cheryl Ford,2022-08-30,Vacuum cleaner,165
Cheryl Ford,2022-08-6,Phone,1166
Larry Molina,2022-08-22,Phone,751
Laura Waller,2022-08-25,Microwave oven,259
Laura Waller,2022-08-8,Microwave oven,197
George Drake,2022-08-30,Laptop,1459
George Drake,2022-08-1,TV,1975
George Drake,2022-08-20,TV,1905
Mallory Benson,2022-08-25,Vacuum cleaner,798
Craig Bailey,2022-08-27,coffee machine,477
Craig Bailey,2022-08-14,Microwave oven,164
Jason Nichols,2022-08-27,TV,2311
Maria Hall,2022-08-19,Phone,1417
Maria Hall,2022-08-21,Vacuum cleaner,767
David Davis,2022-08-19,TV,2248
Diane Austin,2022-08-5,TV,1048
Diane Austin,2022-08-14,Microwave oven,203
Diane Austin,2022-08-25,Laptop,1357
Joseph Hatfield,2022-08-20,Microwave oven,205
Joseph Hatfield,2022-08-18,Microwave oven,207
Joseph Hatfield,2022-08-20,coffee machine,680
John Walker,2022-08-27,Microwave oven,314
John Walker,2022-08-17,TV,1248
John Walker,2022-08-26,coffee machine,640
Jeffrey Miller,2022-08-6,TV,2281
Jeffrey Miller,2022-08-28,Laptop,3060
Jeffrey Miller,2022-08-24,coffee machine,757
Dominique Shaffer,2022-08-29,Vacuum cleaner,507
Dominique Shaffer,2022-08-19,Microwave oven,263
Dominique Shaffer,2022-08-3,Laptop,1320
Wanda Nguyen,2022-08-19,Microwave oven,341
Wanda Nguyen,2022-08-4,Phone,919
Wanda Nguyen,2022-08-20,coffee machine,4749
David Alvarez,2022-08-6,Phone,186
David Alvarez,2022-08-1,TV,2094
Sabrina Garcia,2022-08-30,Microwave oven,383
Sabrina Garcia,2022-08-19,Phone,403
Carol Parks,2022-08-29,TV,1953
Lauren Carpenter,2022-08-28,coffee machine,3952
Lauren Carpenter,2022-08-1,Vacuum cleaner,319
Lauren Carpenter,2022-08-10,Microwave oven,225
Francisco Ramirez,2022-08-13,Laptop,1861
Francisco Ramirez,2022-08-6,TV,910
Nicole Underwood,2022-08-14,Microwave oven,133
Nicole Underwood,2022-08-5,Vacuum cleaner,108
Nicole Underwood,2022-08-18,TV,876
Marcus Kim,2022-08-15,Microwave oven,262
Marcus Kim,2022-08-8,Phone,194
Marcus Kim,2022-08-25,Microwave oven,311
Mary Wong,2022-08-9,Phone,1324
Mary Wong,2022-08-26,Microwave oven,339
Barry Dickerson,2022-08-29,Vacuum cleaner,525
Anthony Stephens,2022-08-21,coffee machine,3232
Anthony Stephens,2022-08-7,Microwave oven,269
Laura Newton,2022-08-2,Vacuum cleaner,234
Keith Moss,2022-08-30,Laptop,2224
Chad Bond,2022-08-29,Vacuum cleaner,146
Jon Smith,2022-08-6,Vacuum cleaner,567
Jon Smith,2022-08-14,Microwave oven,392
